ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Kobayashi08,ivsel:Kobayashi08|S-1360|exp:Mixed|p4,S-1360,=,800.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|S-1360|exp:Mixed|p8,S-1360,=,2400.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|S-1360|exp:Mixed|p11,S-1360,=,4000.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|S-1360|exp:Mixed|p14,S-1360,=,4000.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Capravirine|exp:Mixed|p4,Capravirine,=,32.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Capravirine|exp:Mixed|p8,Capravirine,=,480.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Capravirine|exp:Mixed|p11,Capravirine,=,2400.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Capravirine|exp:Mixed|p14,Capravirine,=,2400.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EFV|exp:Mixed|p4,EFV,=,32.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EFV|exp:Mixed|p8,EFV,=,480.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EFV|exp:Mixed|p11,EFV,=,2400.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EFV|exp:Mixed|p14,EFV,=,2400.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|NVP|exp:Mixed|p4,NVP,=,800.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|NVP|exp:Mixed|p8,NVP,=,4000.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p8,Naphthyridinone,=,80.13,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p12,Naphthyridinone,=,80.65,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p16,Naphthyridinone,=,83.2,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p20,Naphthyridinone,=,83.2,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p24,Naphthyridinone,=,83.2,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|RAL|exp:Mixed|p4,RAL,=,7.055,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|RAL|exp:Mixed|p8,RAL,=,35.555,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|RAL|exp:Mixed|p12,RAL,=,180.285,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|RAL|exp:Mixed|p16,RAL,=,181.4,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|RAL|exp:Mixed|p20,RAL,=,901.4,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|RAL|exp:Mixed|p24,RAL,=,907.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|L-870810|exp:Mixed|p4,L-870810,=,180.06,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|L-870810|exp:Mixed|p8,L-870810,=,180.06,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|L-870810|exp:Mixed|p12,L-870810,=,180.06,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|L-870810|exp:Mixed|p16,L-870810,=,180.29,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|L-870810|exp:Mixed|p20,L-870810,=,181.45,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|L-870810|exp:Mixed|p24,L-870810,=,181.45,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EVG|exp:Mixed|p4,EVG,=,16.025,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EVG|exp:Mixed|p8,EVG,=,16.025,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EVG|exp:Mixed|p12,EVG,=,16.13,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|EVG|exp:Mixed|p16,EVG,=,80.65,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|3TC|exp:Mixed|p4,3TC,=,2390.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|3TC|exp:Mixed|p8,3TC,=,2390.0,ng/ml,False
Kobayashi08,ivsel:Kobayashi08|3TC|exp:Mixed|p12,3TC,=,2390.0,ng/ml,False
