ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Mo03,ivsel:Mo03|exp:1|p6|~36d,LPV,=,90.0,nM,False
Mo03,ivsel:Mo03|exp:1|p6|~36d,RTV,=,18.0,nM,False
Mo03,ivsel:Mo03|exp:1|p7|~42d,LPV,=,90.0,nM,False
Mo03,ivsel:Mo03|exp:1|p7|~42d,RTV,=,18.0,nM,False
Mo03,ivsel:Mo03|exp:1|p9|~54d,LPV,=,180.0,nM,False
Mo03,ivsel:Mo03|exp:1|p9|~54d,RTV,=,36.0,nM,False
Mo03,ivsel:Mo03|exp:1|p11|~66d,LPV,=,720.0,nM,False
Mo03,ivsel:Mo03|exp:1|p11|~66d,RTV,=,144.0,nM,False
Mo03,ivsel:Mo03|exp:1|p17|~102d,LPV,=,1500.0,nM,False
Mo03,ivsel:Mo03|exp:1|p17|~102d,RTV,=,300.0,nM,False
Mo03,ivsel:Mo03|exp:1|p25|~150d,LPV,=,4000.0,nM,False
Mo03,ivsel:Mo03|exp:1|p25|~150d,RTV,=,800.0,nM,False
Mo03,ivsel:Mo03|exp:1|p8|~46d,LPV,=,120.0,nM,False
Mo03,ivsel:Mo03|exp:1|p8|~46d,RTV,=,8.0,nM,False
Mo03,ivsel:Mo03|exp:1|p9|~52d,LPV,=,180.0,nM,False
Mo03,ivsel:Mo03|exp:1|p9|~52d,RTV,=,12.0,nM,False
Mo03,ivsel:Mo03|exp:1|p11|~63d,LPV,=,720.0,nM,False
Mo03,ivsel:Mo03|exp:1|p11|~63d,RTV,=,48.0,nM,False
Mo03,ivsel:Mo03|exp:1|p17|~98d,LPV,=,1500.0,nM,False
Mo03,ivsel:Mo03|exp:1|p17|~98d,RTV,=,100.0,nM,False
Mo03,ivsel:Mo03|exp:1|p26|~150d,LPV,=,4000.0,nM,False
Mo03,ivsel:Mo03|exp:1|p26|~150d,RTV,=,266.0,nM,False
Mo03,ivsel:Mo03|exp:1|p7|~44d,LPV,=,90.0,nM,False
Mo03,ivsel:Mo03|exp:1|p9|~56d,LPV,=,180.0,nM,False
Mo03,ivsel:Mo03|exp:1|p11|~69d,LPV,=,720.0,nM,False
Mo03,ivsel:Mo03|exp:1|p17|~106d,LPV,=,1650.0,nM,False
Mo03,ivsel:Mo03|exp:1|p24|~150d,LPV,=,3500.0,nM,False
