ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p3,BIC,=,67.0,nM,False
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p5,BIC,=,134.0,nM,False
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p6,BIC,=,269.0,nM,False
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p8,BIC,=,1075.0,nM,False
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p9,BIC,=,2150.0,nM,False
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p10,BIC,=,2150.0,nM,False
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p4,DTG,=,51.0,nM,False
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p5,DTG,=,102.0,nM,False
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p7,DTG,=,205.0,nM,False
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p9,DTG,=,410.0,nM,False
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p10,DTG,=,410.0,nM,False
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p2,EVG,=,77.0,nM,False
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p4,EVG,=,307.0,nM,False
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p6,EVG,=,1229.0,nM,False
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p7,EVG,=,2458.0,nM,False
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p9,EVG,=,9830.0,nM,False
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p10,EVG,=,9830.0,nM,False
