ref_name,isolate_name,drug_name,concentration_cmp,concentration,concentration_unit,concentration_unknown
Stone04,ivsel:Stone04|exp:1|p2|dose:36uM,ABC,=,36.0,µm,False
Stone04,ivsel:Stone04|exp:1|p4|dose:36uM,ABC,=,36.0,µm,False
Stone04,ivsel:Stone04|exp:1|p4|dose:73uM,ABC,=,73.0,µm,False
Stone04,ivsel:Stone04|exp:1|p8|dose:73uM,ABC,=,73.0,µm,False
Stone04,ivsel:Stone04|exp:1|p3|dose:60uM,3TC,=,60.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:18uM+20uM,ABC,=,18.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:18uM+20uM,TDF,=,20.0,µm,False
Stone04,ivsel:Stone04|exp:1|p7|dose:18uM+20uM,ABC,=,18.0,µm,False
Stone04,ivsel:Stone04|exp:1|p7|dose:18uM+20uM,TDF,=,20.0,µm,False
Stone04,ivsel:Stone04|exp:1|p3|dose:15uM+21uM,3TC,=,15.0,µm,False
Stone04,ivsel:Stone04|exp:1|p3|dose:15uM+21uM,TDF,=,21.0,µm,False
Stone04,ivsel:Stone04|exp:1|p7|dose:30uM+41uM,3TC,=,30.0,µm,False
Stone04,ivsel:Stone04|exp:1|p7|dose:30uM+41uM,TDF,=,41.0,µm,False
Stone04,ivsel:Stone04|exp:2|p7|dose:30uM+41uM,3TC,=,30.0,µm,False
Stone04,ivsel:Stone04|exp:2|p7|dose:30uM+41uM,TDF,=,41.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:41uM,TDF,=,41.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:77uM,ABC,=,77.0,µm,False
Stone04,ivsel:Stone04|exp:1|p7|dose:77uM,ABC,=,77.0,µm,False
Stone04,ivsel:Stone04|exp:1|p4|dose:39uM+9uM,ABC,=,39.0,µm,False
Stone04,ivsel:Stone04|exp:1|p4|dose:39uM+9uM,TDF,=,9.0,µm,False
Stone04,ivsel:Stone04|exp:1|p6|dose:39uM+9uM,ABC,=,39.0,µm,False
Stone04,ivsel:Stone04|exp:1|p6|dose:39uM+9uM,TDF,=,9.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:74uM,TDF,=,74.0,µm,False
Stone04,ivsel:Stone04|exp:1|p6|dose:76uM,ABC,=,76.0,µm,False
Stone04,ivsel:Stone04|exp:1|p3|dose:76uM+12uM,ABC,=,76.0,µm,False
Stone04,ivsel:Stone04|exp:1|p3|dose:76uM+12uM,TDF,=,12.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:76uM+25uM,ABC,=,76.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:76uM+25uM,TDF,=,25.0,µm,False
Stone04,ivsel:Stone04|exp:1|p3|dose:49uM,TDF,=,49.0,µm,False
Stone04,ivsel:Stone04|exp:1|p5|dose:49uM,TDF,=,49.0,µm,False
