ref_name,isolate_name,baseline_isolate_name,cell_line,experiment,passage_cmp,passage,passage_unknown,cumulative_culture_time_cmp,cumulative_culture_time,cumulative_culture_time_unit,cumulative_culture_time_unknown,section
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p3,IIIB,MT-2,1,=,3,False,~,50,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p5,IIIB,MT-2,1,=,5,False,~,70,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p6,IIIB,MT-2,1,=,6,False,~,85,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p8,IIIB,MT-2,1,=,8,False,~,155,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p9,IIIB,MT-2,1,=,9,False,~,180,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|BIC|exp:1|p10,IIIB,MT-2,1,=,10,False,=,234,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p4,IIIB,MT-2,1,=,4,False,~,85,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p5,IIIB,MT-2,1,=,5,False,~,95,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p7,IIIB,MT-2,1,=,7,False,~,145,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p9,IIIB,MT-2,1,=,9,False,~,170,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|DTG|exp:1|p10,IIIB,MT-2,1,=,10,False,=,202,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p2,IIIB,MT-2,1,=,2,False,~,20,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p4,IIIB,MT-2,1,=,4,False,~,45,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p6,IIIB,MT-2,1,=,6,False,~,55,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p7,IIIB,MT-2,1,=,7,False,~,65,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p9,IIIB,MT-2,1,=,9,False,~,95,day,False,"Figure 2, Table S8"
Tsiang16,ivsel:Tsiang16|EVG|exp:1|p10,IIIB,MT-2,1,=,10,False,=,119,day,False,"Figure 2, Table S8"
